code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sh603355,2015-05-13,22.9,27.48,22.9,27.48,0.440252,24700.0,673260.0,1126680000.0,11019480000.0,0.00060243902439,27.48,,,,,,
sh603355,2015-05-14,30.23,30.23,30.23,30.23,0.100073,9800.0,296254.0,1239430000.0,12122230000.0,0.000239024390244,30.23000604,,,,,,
sh603355,2015-05-15,33.25,33.25,33.25,33.25,0.099901,13126.0,436440.0,1363250000.0,13333250000.0,0.000320146341463,33.2500138734,,,,,,
sh603355,2015-05-18,36.58,36.58,36.58,36.58,0.10015,13300.0,486514.0,1499780000.0,14668580000.0,0.000324390243902,36.5800027628,,,,,,
sh603355,2015-05-19,40.24,40.24,40.24,40.24,0.100055,46500.0,1871160.0,1649840000.0,16136240000.0,0.00113414634146,40.2400149393,,,,,,
sh603355,2015-05-20,44.26,44.26,44.26,44.26,0.099901,49900.0,2208574.0,1814660000.0,17748260000.0,0.00121707317073,44.2600326717,,,,,,
sh603355,2015-05-21,48.69,48.69,48.69,48.69,0.100090375056,61200.0,2980000.0,1996000000.0,19525000000.0,0.0014928997996,48.6900359418,,,,,,
sh603355,2015-05-22,53.56,53.56,53.56,53.56,0.100020538098,45000.0,2410000.0,2196000000.0,21478000000.0,0.00109754098361,53.5600395367,,,,,,
sh603355,2015-05-25,58.92,58.92,58.92,58.92,0.100074682599,56100.0,3310000.0,2416000000.0,23627000000.0,0.00136813410596,58.9200434934,,,,,,
sh603355,2015-05-26,64.81,64.81,64.81,64.81,0.0999660556687,43700.0,2840000.0,2657000000.0,25989000000.0,0.00106593789989,64.8100478412,,,,,,
sh603355,2015-05-27,71.29,71.29,71.29,71.29,0.0999845702824,55200.0,3940000.0,2923000000.0,28587000000.0,0.00134629079713,71.2900526246,,,,,,
sh603355,2015-05-28,78.42,78.42,78.42,78.42,0.100014027213,232200.0,18210000.0,3215000000.0,31446000000.0,0.00566380217729,78.4200578878,,,,,,
sh603355,2015-05-29,86.26,86.26,86.26,86.26,0.099974496302,1205200.0,103960000.0,3537000000.0,34590000000.0,0.0293922962963,86.2600636751,,,,,,
sh603355,2015-06-01,94.89,94.89,94.89,94.89,0.100046371435,120200.0,11410000.0,3890000000.0,38051000000.0,0.00293207660668,94.8900700456,,,,,,
sh603355,2015-06-02,104.38,104.38,104.38,104.38,0.100010538518,266500.0,27820000.0,4280000000.0,41856000000.0,0.00649936214953,104.380077051,,,,,,
sh603355,2015-06-03,114.82,114.82,98.82,114.82,0.100019160759,16633700.0,1888450000.0,4708000000.0,46043000000.0,0.40566725446,114.820084757,,,,,,
sh603355,2015-06-04,115.0,115.0,103.34,103.34,-0.0999825814318,6184500.0,666190000.0,4237000000.0,41439000000.0,0.150839327354,103.340076283,,,,,,
sh603355,2015-06-05,93.01,93.01,93.01,93.01,-0.0999612928198,1506000.0,140070000.0,3813000000.0,37297000000.0,0.036735656963,93.0100686578,,,,,,
sh603355,2015-06-08,83.71,83.71,83.71,83.71,-0.0999892484679,696500.0,58300000.0,3432000000.0,33568000000.0,0.016988349359,83.7100617928,,,,,,
sh603355,2015-06-09,75.34,90.39,75.34,79.1,-0.0550710787242,15990600.0,1259510000.0,3243000000.0,31719000000.0,0.3900266605,79.1000583898,,,,,,
sh603355,2015-06-10,75.0,83.0,73.33,80.39,0.0163084702908,12525900.0,992830000.0,3296000000.0,32236000000.0,0.305508829187,80.390059342,,,,,,
sh603355,2015-06-11,78.89,88.43,78.0,88.43,0.100012439358,10212400.0,864140000.0,3626000000.0,35460000000.0,0.249057510204,88.430065277,,,,,,
sh603355,2015-06-12,90.99,97.2,81.01,81.6,-0.0772362320479,14862800.0,1316270000.0,3346000000.0,32722000000.0,0.362463980873,81.6000602352,,,,,,
sh603355,2015-06-15,76.49,76.5,73.44,73.44,-0.1,6922200.0,514580000.0,3011000000.0,29449000000.0,0.168836389239,73.4400542117,,,,,,
sh603355,2015-06-16,67.5,71.9,66.2,66.51,-0.094362745098,7655600.0,519130000.0,2727000000.0,26671000000.0,0.186715788779,66.5100490961,,,,,,
sh603355,2015-06-17,67.1,70.16,66.2,69.33,0.042399639152,4986300.0,339430000.0,2843000000.0,27801000000.0,0.12159696764,69.3300511778,,,,,,
sh603355,2015-06-18,68.3,68.3,62.4,62.4,-0.0999567286889,5186800.0,337960000.0,2558000000.0,25022000000.0,0.126527099296,62.4000460622,,,,,,
sh603355,2015-06-19,60.6,64.96,57.1,57.78,-0.0740384615385,5532500.0,334370000.0,2369000000.0,23170000000.0,0.134937885184,57.7800426519,,,,,,
sh603355,2015-06-23,59.08,63.5,57.21,61.97,0.0725164416753,4863000.0,293010000.0,2541000000.0,24850000000.0,0.118599020071,61.9700457448,,,,,,
sh603355,2015-06-24,63.5,64.27,59.35,60.97,-0.0161368404066,5057700.0,310870000.0,2500000000.0,24449000000.0,0.1233471876,60.9700450066,,,,,,
sh603355,2015-06-25,60.45,60.5,55.66,56.82,-0.0680662620961,4152800.0,243200000.0,2330000000.0,22785000000.0,0.101271285837,56.8200419432,,,,,,
sh603355,2015-06-26,54.5,54.9,51.14,51.14,-0.0999648011264,4760100.0,249380000.0,2097000000.0,20507000000.0,0.11608560515,51.1400377504,,,,,,
sh603355,2015-06-29,52.0,52.34,46.03,46.03,-0.0999217833399,4708800.0,224700000.0,1887000000.0,18458000000.0,0.114862779014,46.0300339783,,,,,,
sh603355,2015-06-30,44.5,49.51,41.43,49.06,0.0658266348034,6562400.0,296300000.0,2011000000.0,19673000000.0,0.160095148682,49.060036215,,,,,,
sh603355,2015-07-01,47.8,50.98,44.15,44.15,-0.100081532817,6416000.0,309330000.0,1810000000.0,17704000000.0,0.156500773481,44.1500325905,,,,,,
sh603355,2015-07-02,43.3,44.7,39.79,40.02,-0.0935447338618,5869600.0,247450000.0,1641000000.0,16048000000.0,0.143145272395,40.0200295418,,,,,,
sh603355,2015-07-03,38.4,41.99,36.5,38.03,-0.0497251374313,5616100.0,218760000.0,1559000000.0,15250000000.0,0.136998257216,38.0300280729,,,,,,
sh603355,2015-07-06,41.83,41.83,37.06,40.59,0.0673152774126,6973200.0,280300000.0,1664000000.0,16277000000.0,0.17009746875,40.5900299626,,,,,,
sh603355,2015-07-07,39.01,40.35,36.53,36.53,-0.10002463661,4421300.0,166540000.0,1498000000.0,14649000000.0,0.107817148865,36.5300269656,,,,,,
sh603355,2015-07-08,32.88,32.88,32.88,32.88,-0.0999178757186,557700.0,18340000.0,1348000000.0,13185000000.0,0.0136032462908,32.8800242713,,,,,,
sh603355,2015-07-09,29.6,36.17,29.59,36.17,0.100060827251,5246400.0,180860000.0,1483000000.0,14504000000.0,0.127958387053,36.1700266999,,,,,,
sh603355,2015-07-10,37.5,39.79,37.0,39.79,0.100082941664,4260400.0,167420000.0,1631000000.0,15956000000.0,0.103937042305,39.7900293721,,,,,,
sh603355,2015-07-13,43.31,43.77,42.11,43.77,0.100025131943,6617400.0,286610000.0,1795000000.0,17552000000.0,0.161361335933,43.77003231,,,,,,
sh603355,2015-07-14,45.82,48.15,44.62,48.07,0.0982408042038,11723500.0,552160000.0,1971000000.0,19276000000.0,0.285920164891,48.0700354842,,,,,,
sh603355,2015-07-15,46.01,46.85,43.26,43.26,-0.100062408987,4884700.0,216420000.0,1774000000.0,17347000000.0,0.11911619053,43.2600319335,,,,,,
sh603355,2015-07-16,38.93,45.5,38.93,42.16,-0.0254276467869,6487400.0,270920000.0,1729000000.0,16906000000.0,0.158189001735,42.1600311215,,,,,,
sh603355,2015-07-17,42.5,45.36,42.15,44.54,0.0564516129032,5556700.0,243640000.0,1826000000.0,17861000000.0,0.135539659365,44.5400328784,,,,,,
sh603355,2015-07-20,44.53,48.99,42.31,48.99,0.0999101930849,8774000.0,398520000.0,2009000000.0,19645000000.0,0.213956326531,48.9900361633,,,,,,
sh603355,2015-07-21,46.8,51.58,46.05,50.02,0.0247900020488,9915800.0,485450000.0,2051000000.0,20058000000.0,0.241827555339,50.2044992601,,,,,,
sh603355,2015-07-22,49.12,55.02,47.37,54.67,0.0929628148741,10189600.0,522730000.0,2241000000.0,21923000000.0,0.248578952253,54.8716508307,,,,,,
sh603355,2015-07-23,53.0,60.14,52.88,60.14,0.100054874703,16359000.0,943500000.0,2466000000.0,24116000000.0,0.398957931873,60.3618269793,,,,,,
sh603355,2015-07-24,60.15,62.99,57.5,58.17,-0.0327569005653,9433100.0,573470000.0,2385000000.0,23326000000.0,0.230072715723,58.384560615,,,,,,
