code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sz002260,2008-07-16,9.0,12.16,8.98,12.16,0.825826,21335422.0,215800667.91,291840000.0,1459200000.0,0.888975916667,12.16,,,,,,
sz002260,2008-07-17,10.94,10.94,10.94,10.94,-0.100329,891100.0,9748634.0,262560000.0,1312800000.0,0.0371291666667,10.93999936,,,,,,
sz002260,2008-07-18,9.85,10.32,9.85,9.89,-0.095978,13124258.0,130554900.43,237360000.0,1186800000.0,0.546844083333,9.89000010143,,,,,,
sz002260,2008-07-21,9.9,10.75,9.89,10.4,0.051567,10866239.0,112674687.54,249600000.0,1248000000.0,0.452759958333,10.3999977367,,,,,,
sz002260,2008-07-22,10.1,10.48,9.91,10.08,-0.030769,7185701.0,72706526.21,241920000.0,1209600000.0,0.299404208333,10.0800002063,,,,,,
sz002260,2008-07-23,10.0,10.9,9.56,10.59,0.050595,9813158.0,99262270.1,254160000.0,1270800000.0,0.408881583333,10.5899978167,,,,,,
sz002260,2008-07-24,10.35,10.79,10.31,10.5,-0.008499,8253524.0,87091342.16,252000000.0,1260000000.0,0.343896833333,10.4999934253,,,,,,
sz002260,2008-07-25,10.3,10.7,10.0,10.2,-0.028571,4917882.0,51001390.18,244800000.0,1224000000.0,0.20491175,10.1999981131,,,,,,
sz002260,2008-07-28,10.19,10.43,10.1,10.21,0.00098,3347642.0,34195275.33,245040000.0,1225200000.0,0.139485083333,10.2099941113,,,,,,
sz002260,2008-07-29,10.0,10.1,9.65,9.71,-0.048972,3441711.0,33849561.84,233040000.0,1165200000.0,0.143404625,9.70999027967,,,,,,
sz002260,2008-07-30,9.87,10.05,9.72,9.89,0.018538,2721145.0,26922956.64,237360000.0,1186800000.0,0.113381041667,9.88999407947,,,,,,
sz002260,2008-07-31,9.85,10.02,9.6,9.65,-0.024267,2615232.0,25707157.28,231600000.0,1158000000.0,0.108968,9.64999359315,,,,,,
sz002260,2008-08-01,9.4,9.65,9.12,9.46,-0.019689,2711650.0,25303915.98,227040000.0,1135200000.0,0.112985416667,9.45999486929,,,,,,
sz002260,2008-08-04,9.38,9.39,9.08,9.08,-0.040169,1699722.0,15671406.36,217920000.0,1089600000.0,0.07082175,9.07999633539,,,,,,
sz002260,2008-08-05,9.02,9.15,8.66,8.73,-0.038546,1529499.0,13679041.75,209520000.0,1047600000.0,0.063729125,8.72999879664,,,,,,
sz002260,2008-08-06,8.78,8.91,8.46,8.65,-0.009164,1726106.0,14881749.58,207600000.0,1038000000.0,0.0719210833333,8.64999708767,,,,,,
