code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sh600866,1994-08-18,16.8,18.75,16.3,16.3,2.087121,24083122.0,419737314.0,205380000.0,818390400.0,1.91135888889,16.3,,,,,,
sh600866,1994-08-19,16.51,17.1,13.89,14.38,-0.117791,9722599.0,149306623.0,181188000.0,721991040.0,0.77163484127,14.3800067,,,,,,
sh600866,1994-08-22,13.98,15.0,13.7,14.2,-0.012517,4858060.0,70216551.0,178920000.0,712953600.0,0.38556031746,14.2000121561,,,,,,
sh600866,1994-08-23,14.4,14.55,13.78,14.54,0.023944,2694860.0,38322363.0,183204000.0,730024320.0,0.213877777778,14.5400172472,,,,,,
sh600866,1994-08-24,14.7,14.7,13.76,13.8,-0.050894,1582261.0,22437605.0,173880000.0,692870400.0,0.125576269841,13.8000176094,,,,,,
sh600866,1994-08-25,13.6,14.14,13.55,13.7,-0.007246,1510436.0,20955029.0,172620000.0,687849600.0,0.119875873016,13.7000226818,,,,,,
sh600866,1994-08-26,14.0,14.35,13.58,13.6,-0.007299,1820449.0,25460966.0,171360000.0,682828800.0,0.144480079365,13.6000262163,,,,,,
sh600866,1994-08-29,13.9,14.58,13.7,14.5,0.066176,1972516.0,28015610.0,182700000.0,728016000.0,0.156548888889,14.5000215512,,,,,,
sh600866,1994-08-30,14.85,14.85,14.31,14.6,0.006897,2105240.0,30655015.0,183960000.0,733036800.0,0.167082539683,14.6000281998,,,,,,
sh600866,1994-08-31,14.88,15.1,14.6,15.0,0.027397,3096409.0,45949715.0,189000000.0,753120000.0,0.245746746032,15.0000251724,,,,,,
sh600866,1994-09-01,15.0,15.2,14.62,14.62,-0.025333,1463050.0,21823813.0,184212000.0,734040960.0,0.116115079365,14.6200295347,,,,,,
sh600866,1994-09-02,14.8,14.8,14.4,14.8,0.012312,1294650.0,18933312.0,186480000.0,743078400.0,0.10275,14.8000313383,,,,,,
sh600866,1994-09-05,16.3,17.6,15.81,17.4,0.175676,5313500.0,88796449.0,219240000.0,873619200.0,0.421706349206,17.4000416437,,,,,,
sh600866,1994-09-06,17.65,17.65,16.12,17.16,-0.013793,2117950.0,36560763.0,216216000.0,861569280.0,0.168091269841,17.1600428693,,,,,,
sh600866,1994-09-07,17.0,18.51,16.71,17.98,0.047786,5363424.0,94721864.0,226548000.0,902739840.0,0.425668571429,17.9800526779,,,,,,
sh600866,1994-09-08,18.98,19.0,17.8,18.24,0.014461,3523683.0,64471510.0,229824000.0,915793920.0,0.279657380952,18.2400622197,,,,,,
sh600866,1994-09-09,18.0,18.2,16.9,17.2,-0.057018,2184450.0,38638257.0,216720000.0,863577600.0,0.173369047619,17.200050352,,,,,,
sh600866,1994-09-12,17.6,17.88,16.62,17.0,-0.011628,902250.0,15400667.0,214200000.0,853536000.0,0.0716071428571,17.0000481665,,,,,,
