code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sz002249,2008-06-19,28.0,30.99,26.95,27.56,0.076563,21972151.0,625916158.61,705536000.0,3472560000.0,0.858287148437,27.56,,,,,,
sz002249,2008-06-20,26.03,28.99,24.8,25.6,-0.071118,10617062.0,275968471.18,655360000.0,3225600000.0,0.414728984375,25.59998792,,,,,,
sz002249,2008-06-23,25.0,25.38,23.08,23.25,-0.091797,5518925.0,134272374.67,595200000.0,2929500000.0,0.215583007813,23.2499858289,,,,,,
sz002249,2008-06-24,23.11,24.8,23.11,24.08,0.035699,3941127.0,94914228.76,616448000.0,3034080000.0,0.153950273438,24.079987073,,,,,,
sz002249,2008-06-25,23.9,25.3,23.24,25.07,0.041113,4108829.0,101557188.46,641792000.0,3158820000.0,0.160501132813,25.0699875815,,,,,,
sz002249,2008-06-26,25.0,26.09,24.8,25.63,0.022337,4385377.0,112692304.62,656128000.0,3229380000.0,0.171303789062,25.6299758942,,,,,,
sz002249,2008-06-27,24.5,24.93,23.21,23.4,-0.087007,3851989.0,92198502.91,599040000.0,2948400000.0,0.150468320312,23.3999885815,,,,,,
sz002249,2008-06-30,23.1,24.5,23.1,24.21,0.034615,2118727.0,50789483.69,619776000.0,3050460000.0,0.0827627734375,24.2099791863,,,,,,
sz002249,2008-07-01,24.35,24.45,23.61,23.75,-0.019,1665033.0,40006579.28,608000000.0,2992500000.0,0.0650403515625,23.7499895817,,,,,,
sz002249,2008-07-02,23.81,24.4,23.5,23.95,0.008421,1421504.0,34097018.16,613120000.0,3017700000.0,0.0555275,23.949988244,,,,,,
sz002249,2008-07-03,23.65,25.28,23.1,24.66,0.029645,3162617.0,77150446.8,631296000.0,3107160000.0,0.123539726562,24.6599856455,,,,,,
sz002249,2008-07-04,24.5,24.74,23.83,24.08,-0.02352,1935150.0,46866212.13,616448000.0,3034080000.0,0.075591796875,24.0799827831,,,,,,
sz002249,2008-07-07,24.29,25.59,24.2,25.3,0.050664,3212109.0,80603657.53,647680000.0,3187800000.0,0.125473007813,25.2999710308,,,,,,
sz002249,2008-07-08,25.7,26.48,25.1,25.73,0.016996,3079575.0,79557159.49,658688000.0,3241980000.0,0.120295898438,25.7299693385,,,,,,
sz002249,2008-07-09,25.8,26.16,25.53,26.0,0.010494,3044273.0,78723167.48,665600000.0,3276000000.0,0.118916914063,25.9999796367,,,,,,
sz002249,2008-07-10,25.85,26.62,25.38,25.98,-0.000769,3128109.0,80945627.65,665088000.0,3273480000.0,0.122191757812,25.9799856524,,,,,,
sz002249,2008-07-11,25.7,26.17,24.86,25.25,-0.028099,2229290.0,56264954.72,646400000.0,3181500000.0,0.087081640625,25.2499740355,,,,,,
sz002249,2008-07-14,24.89,25.5,24.81,25.29,0.001584,1254088.0,31586452.3,647424000.0,3186540000.0,0.0489878125,25.2899699944,,,,,,
sz002249,2008-07-15,25.25,25.81,24.39,24.39,-0.035587,2159796.0,54257490.65,624384000.0,3073140000.0,0.08436703125,24.3899758322,,,,,,
sz002249,2008-07-16,24.35,24.35,23.22,23.6,-0.03239,1789499.0,42412295.45,604160000.0,2973600000.0,0.0699023046875,23.599984515,,,,,,
sz002249,2008-07-17,23.99,24.2,23.19,23.28,-0.013559,1218199.0,28816346.35,595968000.0,2933280000.0,0.0475858984375,23.279992325,,,,,,
