code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sz300172,2011-02-01,32.5,32.5,28.55,28.6,0.136725,13173364.0,391196432.94,572000000.0,2860000000.0,0.6586682,28.6,,,,,,
sz300172,2011-02-09,29.9,30.66,29.04,30.09,0.052098,8672455.0,258783711.81,601800000.0,3009000000.0,0.43362275,30.0900028,,,,,,
sz300172,2011-02-10,29.0,30.85,28.5,30.41,0.010635,6555941.0,195318995.88,608200000.0,3041000000.0,0.32779705,30.4100099798,,,,,,
sz300172,2011-02-11,30.3,31.79,29.91,29.93,-0.015784,5368094.0,164419823.19,598600000.0,2993000000.0,0.2684047,29.9300183823,,,,,,
sz300172,2011-02-14,29.81,31.27,29.81,30.61,0.02272,4493997.0,136576314.48,612200000.0,3061000000.0,0.22469985,30.6100283999,,,,,,
sz300172,2011-02-15,30.38,30.79,30.02,30.05,-0.018295,3891111.0,117945704.47,601000000.0,3005000000.0,0.19455555,30.0500179303,,,,,,
sz300172,2011-02-16,30.05,31.18,29.84,30.8,0.024958,3673025.0,112514877.2,616000000.0,3080000000.0,0.18365125,30.8000062778,,,,,,
sz300172,2011-02-17,30.98,31.78,30.6,31.3,0.016234,3568818.0,111295210.81,626000000.0,3130000000.0,0.1784409,31.3000135797,,,,,,
sz300172,2011-02-18,31.27,34.0,30.75,33.05,0.055911,5385236.0,174126355.96,661000000.0,3305000000.0,0.2692618,33.050028639,,,,,,
sz300172,2011-02-21,33.05,34.34,32.81,33.4,0.01059,3743295.0,124932091.82,668000000.0,3340000000.0,0.18716475,33.4000284423,,,,,,
sz300172,2011-02-22,33.01,33.29,31.5,31.5,-0.056886,3801081.0,123320291.12,630000000.0,3150000000.0,0.19005405,31.5000344243,,,,,,
sz300172,2011-02-23,31.31,32.28,30.98,31.8,0.009524,2529318.0,80443347.44,636000000.0,3180000000.0,0.1264659,31.8000407522,,,,,,
sz300172,2011-02-24,31.75,31.88,30.8,31.2,-0.018868,2302729.0,71864114.11,624000000.0,3120000000.0,0.11513645,31.2000375833,,,,,,
sz300172,2011-02-25,31.2,31.25,30.51,31.02,-0.005769,1539116.0,47431367.3,620400000.0,3102000000.0,0.0769558,31.0200445664,,,,,,
sz300172,2011-02-28,31.22,32.2,31.22,31.72,0.022566,2377747.0,75542530.07,634400000.0,3172000000.0,0.11888735,31.7200428921,,,,,,
sz300172,2011-03-01,31.96,31.96,30.86,30.99,-0.023014,2169715.0,67855522.99,619800000.0,3099000000.0,0.10848575,30.990037825,,,,,,
sz300172,2011-03-02,30.75,30.82,29.91,30.37,-0.020006,1915912.0,58024655.42,607400000.0,3037000000.0,0.0957956,30.3700511283,,,,,,
sz300172,2011-03-03,30.26,30.55,29.78,29.84,-0.017451,1319926.0,39690199.17,596800000.0,2984000000.0,0.0659963,29.840063366,,,,,,
sz300172,2011-03-04,29.8,30.62,29.7,30.59,0.025134,1153763.0,34846072.53,611800000.0,3059000000.0,0.05768815,30.5900635187,,,,,,
sz300172,2011-03-07,30.49,30.56,30.15,30.52,-0.002288,1102514.0,33472512.18,610400000.0,3052000000.0,0.0551257,30.5200734534,,,,,,
