code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sh600860,1994-05-06,6.8,7.1,6.3,6.83,0.288679,11998704.0,80714899.0,239050000.0,2049000000.0,0.342820114286,6.83,,,,,,
sh600860,1994-05-09,6.85,7.18,6.85,7.18,0.051245,12187148.0,85556636.0,251300000.0,2154000000.0,0.348204228571,7.18000335,,,,,,
sh600860,1994-05-10,7.2,8.19,7.2,8.18,0.139276,12157911.0,92283849.0,286300000.0,2454000000.0,0.347368885714,8.18000549657,,,,,,
sh600860,1994-05-11,8.29,9.2,8.29,9.18,0.122249,26557402.0,233755937.0,321300000.0,2754000000.0,0.758782914286,9.18000298853,,,,,,
sh600860,1994-05-12,9.0,9.0,7.64,7.84,-0.145969,29604510.0,252079283.0,274400000.0,2352000000.0,0.845843142857,7.84000713229,,,,,,
sh600860,1994-05-13,7.48,7.96,7.3,7.48,-0.045918,10947348.0,83407304.0,261800000.0,2244000000.0,0.312781371429,7.48000968479,,,,,,
sh600860,1994-05-16,7.68,7.68,7.18,7.28,-0.026738,3419200.0,25408091.0,254800000.0,2184000000.0,0.0976914285714,7.28000918584,,,,,,
sh600860,1994-05-17,7.31,7.66,7.2,7.4,0.016484,5576150.0,41556673.0,259000000.0,2220000000.0,0.159318571429,7.40001285726,,,,,,
sh600860,1994-05-18,7.38,7.49,7.11,7.2,-0.027027,1806211.0,13153481.0,252000000.0,2160000000.0,0.0516060285714,7.20001270977,,,,,,
sh600860,1994-05-19,7.15,7.28,6.98,7.19,-0.001389,1553611.0,11052403.0,251650000.0,2157000000.0,0.0443888857143,7.19001189211,,,,,,
sh600860,1994-05-20,7.21,7.24,7.0,7.04,-0.020862,1169300.0,8260662.0,246400000.0,2112000000.0,0.0334085714286,7.04001386402,,,,,,
sh600860,1994-05-23,7.0,7.28,6.88,6.95,-0.012784,4720700.0,33435426.0,243250000.0,2085000000.0,0.134877142857,6.95001432678,,,,,,
sh600860,1994-05-24,6.9,7.11,6.88,6.88,-0.010072,4000906.0,28089457.0,240800000.0,2064000000.0,0.1143116,6.88001378248,,,,,,
sh600860,1994-05-25,6.95,7.0,6.7,6.75,-0.018895,1257000.0,8551606.0,236250000.0,2025000000.0,0.0359142857143,6.75001592206,,,,,,
sh600860,1994-05-26,6.8,6.8,6.35,6.38,-0.054815,1348750.0,8876768.0,223300000.0,1914000000.0,0.0385357142857,6.38001379929,,,,,,
sh600860,1994-05-27,6.32,6.55,6.21,6.29,-0.014107,1588300.0,10095488.0,220150000.0,1887000000.0,0.04538,6.29001094463,,,,,,
sh600860,1994-05-30,6.25,6.25,5.62,5.63,-0.104928,1567400.0,9305336.0,197050000.0,1689000000.0,0.0447828571429,5.63001267623,,,,,,
sh600860,1994-05-31,5.58,6.24,5.53,6.24,0.108348,1932132.0,11376623.0,218400000.0,1872000000.0,0.0552037714286,6.24001328967,,,,,,
sh600860,1994-06-01,6.34,6.61,6.02,6.1,-0.022436,6707550.0,42521644.0,213500000.0,1830000000.0,0.191644285714,6.10001235151,,,,,,
sh600860,1994-06-02,6.07,6.27,6.07,6.14,0.006557,1528280.0,9434946.0,214900000.0,1842000000.0,0.0436651428571,6.1400101325,,,,,,
sh600860,1994-06-03,6.18,6.29,6.1,6.1,-0.006515,1435200.0,8921785.0,213500000.0,1830000000.0,0.0410057142857,6.10000796648,,,,,,
sh600860,1994-06-06,6.15,6.2,5.9,5.96,-0.022951,737600.0,4450094.0,208600000.0,1788000000.0,0.0210742857143,5.96000668364,,,,,,
sh600860,1994-06-07,5.96,5.98,5.69,5.79,-0.028523,1034600.0,6020724.0,202650000.0,1737000000.0,0.02956,5.79000941301,,,,,,
sh600860,1994-06-08,5.7,6.15,5.7,6.05,0.044905,2316402.0,13833645.0,211750000.0,1815000000.0,0.0661829142857,6.0500097857,,,,,,
sh600860,1994-06-09,6.1,6.14,5.7,5.79,-0.042975,1455000.0,8654828.0,202650000.0,1737000000.0,0.0415714285714,5.79001061516,,,,,,
sh600860,1994-06-10,5.73,5.96,5.65,5.71,-0.013817,1422710.0,8223115.0,199850000.0,1713000000.0,0.0406488571429,5.71001003849,,,,,,
sh600860,1994-06-13,5.68,5.85,5.68,5.68,-0.005254,973350.0,5594052.0,198800000.0,1704000000.0,0.02781,5.68000964575,,,,,,
sh600860,1994-06-14,5.69,5.95,5.68,5.78,0.017606,3454605.0,20132333.0,202300000.0,1734000000.0,0.098703,5.78001189557,,,,,,
sh600860,1994-06-15,5.9,5.93,5.7,5.77,-0.00173,743590.0,4295905.0,201950000.0,1731000000.0,0.0212454285714,5.77001247499,,,,,,
sh600860,1994-06-16,5.8,5.92,5.71,5.89,0.020797,923095.0,5378182.0,206150000.0,1767000000.0,0.0263741428571,5.89001142443,,,,,,
sh600860,1994-06-17,5.95,6.27,5.8,6.21,0.054329,4091046.0,24887110.0,217350000.0,1863000000.0,0.116887028571,6.21000985511,,,,,,
sh600860,1994-06-20,6.18,6.35,5.82,5.85,-0.057971,3740345.0,22913697.0,204750000.0,1755000000.0,0.106867,5.8500093738,,,,,,
sh600860,1994-06-21,5.71,5.88,5.6,5.71,-0.023932,873112.0,5026404.0,199850000.0,1713000000.0,0.0249460571429,5.71000694947,,,,,,
sh600860,1994-06-22,5.8,5.96,5.75,5.8,0.015762,1026616.0,6036740.0,203000000.0,1740000000.0,0.0293318857143,5.800008079,,,,,,
sh600860,1994-06-23,5.9,5.9,5.69,5.72,-0.013793,853400.0,4910335.0,200200000.0,1716000000.0,0.0243828571429,5.72000856757,,,,,,
sh600860,1994-06-24,5.8,5.82,5.65,5.66,-0.01049,709110.0,4031132.0,198100000.0,1698000000.0,0.0202602857143,5.6600056777,,,,,,
sh600860,1994-06-27,5.6,5.64,5.42,5.44,-0.038869,1095600.0,6035626.0,190400000.0,1632000000.0,0.0313028571429,5.44000691701,,,,,,
sh600860,1994-06-28,5.4,5.52,5.38,5.43,-0.001838,366700.0,1996975.0,190050000.0,1629000000.0,0.0104771428571,5.4300081843,,,,,,
sh600860,1994-06-29,5.5,5.58,5.3,5.31,-0.022099,424197.0,2286971.0,185850000.0,1593000000.0,0.0121199142857,5.31001043343,,,,,,
sh600860,1994-06-30,5.2,5.42,5.16,5.35,0.007533,588350.0,3089207.0,187250000.0,1605000000.0,0.01681,5.35001074203,,,,,,
sh600860,1994-07-01,5.39,5.4,5.13,5.15,-0.037383,619000.0,3259445.0,180250000.0,1545000000.0,0.0176857142857,5.15001129046,,,,,,
sh600860,1994-07-04,5.0,5.1,4.95,5.0,-0.029126,747400.0,3755621.0,175000000.0,1500000000.0,0.0213542857143,5.00001206161,,,,,,
sh600860,1994-07-05,5.12,5.12,5.0,5.11,0.022,490710.0,2487458.0,178850000.0,1533000000.0,0.0140202857143,5.11001232697,,,,,,
sh600860,1994-07-06,5.15,5.18,4.94,4.96,-0.029354,591100.0,2995191.0,173600000.0,1488000000.0,0.0168885714286,4.96001302512,,,,,,
sh600860,1994-07-07,4.92,5.03,4.86,4.87,-0.018145,370100.0,1817698.0,170450000.0,1461000000.0,0.0105742857143,4.87001358878,,,,,,
sh600860,1994-07-08,4.9,5.1,4.85,5.05,0.036961,831650.0,4133936.0,176750000.0,1515000000.0,0.0237614285714,5.05001416103,,,,,,
sh600860,1994-07-11,5.05,5.05,4.85,4.86,-0.037624,709100.0,3504038.0,170100000.0,1458000000.0,0.02026,4.86001242824,,,,,,
sh600860,1994-07-12,4.9,5.0,4.86,4.89,0.006173,269500.0,1325723.0,171150000.0,1467000000.0,0.0077,4.89001328496,,,,,,
sh600860,1994-07-13,4.92,5.07,4.92,5.06,0.034765,1231855.0,6191578.0,177100000.0,1518000000.0,0.0351958571429,5.06001459681,,,,,,
