code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sz000037,1994-07-01,5.49,5.49,4.8,4.81,0.045652,3818700.0,19799104.0,72150000.0,687830000.0,0.25458,4.81,,,,,,
sz000037,1994-07-04,4.65,4.65,4.5,4.51,-0.06237,728500.0,3340607.0,67650000.0,644930000.0,0.0485666666667,4.5100003,,,,,,
sz000037,1994-07-08,4.41,4.75,4.35,4.7,0.042129,1044400.0,4745707.0,70500000.0,672100000.0,0.0696266666667,4.70000210264,,,,,,
sz000037,1994-07-11,4.67,4.78,4.48,4.55,-0.031915,1207100.0,5564064.0,68250000.0,650650000.0,0.0804733333333,4.55000153553,,,,,,
sz000037,1994-07-12,4.55,4.62,4.49,4.55,0.0,355700.0,1624892.0,68250000.0,650650000.0,0.0237133333333,4.55000153553,,,,,,
sz000037,1994-07-13,4.54,4.7,4.54,4.69,0.030769,429100.0,1990261.0,70350000.0,670670000.0,0.0286066666667,4.69000053278,,,,,,
sz000037,1994-07-14,4.69,4.75,4.62,4.62,-0.014925,812100.0,3823777.0,69300000.0,660660000.0,0.05414,4.62000227483,,,,,,
sz000037,1994-07-15,4.6,4.65,4.5,4.51,-0.02381,403800.0,1837390.0,67650000.0,644930000.0,0.02692,4.51000002066,,,,,,
sz000037,1994-07-18,4.42,4.45,4.32,4.38,-0.028825,233800.0,1026353.0,65700000.0,626340000.0,0.0155866666667,4.37999927007,,,,,,
sz000037,1994-07-19,4.38,4.5,4.35,4.48,0.022831,173800.0,767845.0,67200000.0,640640000.0,0.0115866666667,4.4799990334,,,,,,
sz000037,1994-07-20,4.48,4.52,4.36,4.36,-0.026786,185500.0,822038.0,65400000.0,623480000.0,0.0123666666667,4.35999777929,,,,,,
sz000037,1994-07-21,4.3,4.4,4.26,4.35,-0.002294,197000.0,852122.0,65250000.0,622050000.0,0.0131333333333,4.34999594439,,,,,,
