code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sz002019,2004-07-13,15.6,17.3,15.6,16.25,0.292761,7956844.0,129406321.0,243750000.0,853125000.0,0.530456266667,16.25,,,,,,
sz002019,2004-07-14,16.3,16.49,15.12,15.85,-0.024615,3403387.0,53274329.0,237750000.0,832125000.0,0.226892466667,15.85000625,,,,,,
sz002019,2004-07-15,15.74,16.26,15.28,15.78,-0.004416,1572984.0,24845955.0,236700000.0,828450000.0,0.1048656,15.7800126224,,,,,,
sz002019,2004-07-16,15.7,17.2,15.63,16.7,0.058302,3429019.0,57131129.0,250500000.0,876750000.0,0.228601266667,16.7000189183,,,,,,
sz002019,2004-07-19,16.7,17.23,16.5,16.79,0.005389,1771440.0,29910364.0,251850000.0,881475000.0,0.118096,16.7900153203,,,,,,
sz002019,2004-07-20,16.81,16.93,16.35,16.42,-0.022037,1025246.0,17078793.0,246300000.0,862050000.0,0.0683497333333,16.4200137526,,,,,,
sz002019,2004-07-21,16.45,16.6,16.21,16.35,-0.004263,730007.0,11984891.0,245250000.0,858375000.0,0.0486671333333,16.350015234,,,,,,
sz002019,2004-07-22,16.34,16.63,15.71,15.8,-0.033639,958339.0,15445450.0,237000000.0,829500000.0,0.0638892666667,15.8000170716,,,,,,
sz002019,2004-07-23,15.7,17.38,15.63,17.38,0.1,1750895.0,28707994.0,260700000.0,912450000.0,0.116726333333,17.3800187787,,,,,,
sz002019,2004-07-26,17.32,18.0,17.01,17.3,-0.004603,3066337.0,53806367.0,259500000.0,908250000.0,0.204422466667,17.3000185523,,,,,,
sz002019,2004-07-27,17.2,17.49,16.53,17.08,-0.012717,1260634.0,21429248.0,256200000.0,896700000.0,0.0840422666667,17.0800142164,,,,,,
sz002019,2004-07-28,17.0,18.57,17.0,18.35,0.074356,1908009.0,33846192.0,275250000.0,963375000.0,0.1272006,18.3500157534,,,,,,
sz002019,2004-07-29,18.2,18.59,17.91,18.37,0.00109,1232311.0,22487988.0,275550000.0,964425000.0,0.0821540666667,18.3700172706,,,,,,
sz002019,2004-07-30,18.33,19.18,17.93,18.72,0.019053,1356803.0,25228035.0,280800000.0,982800000.0,0.0904535333333,18.7200212097,,,,,,
sz002019,2004-08-02,18.61,19.35,18.41,18.59,-0.006944,1173113.0,22156982.0,278850000.0,975975000.0,0.0782075333333,18.5900293824,,,,,,
sz002019,2004-08-03,18.5,18.86,18.12,18.61,0.001076,1216326.0,22524388.0,279150000.0,977025000.0,0.0810884,18.610032254,,,,,,
sz002019,2004-08-04,18.61,19.08,18.21,18.71,0.005373,984188.0,18311454.0,280650000.0,982275000.0,0.0656125333333,18.7100239573,,,,,,
sz002019,2004-08-05,18.79,19.58,18.46,19.4,0.036879,1272063.0,24516091.0,291000000.0,1018500000.0,0.0848042,19.4000309308,,,,,,
sz002019,2004-08-06,19.45,19.5,18.41,18.7,-0.036082,1167377.0,22098291.0,280500000.0,981750000.0,0.0778251333333,18.7000390148,,,,,,
sz002019,2004-08-09,18.6,18.6,17.88,17.99,-0.037968,996563.0,18065344.0,269850000.0,944475000.0,0.0664375333333,17.9900359335,,,,,,
sz002019,2004-08-10,17.8,18.38,17.78,18.15,0.008894,440837.0,8020869.0,272250000.0,952875000.0,0.0293891333333,18.150039313,,,,,,
sz002019,2004-08-11,18.0,18.15,17.3,17.68,-0.025895,1162518.0,20608068.0,265200000.0,928200000.0,0.0775012,17.680044045,,,,,,
sz002019,2004-08-12,17.8,17.8,17.3,17.59,-0.00509,331033.0,5781191.0,263850000.0,923475000.0,0.0220688666667,17.5900526208,,,,,,
sz002019,2004-08-13,17.59,17.8,17.38,17.59,0.0,295569.0,5195263.0,263850000.0,923475000.0,0.0197046,17.5900526208,,,,,,
sz002019,2004-08-16,17.5,17.5,16.52,16.7,-0.050597,690313.0,11572299.0,250500000.0,876750000.0,0.0460208666667,16.7000487284,,,,,,
sz002019,2004-08-17,16.68,16.89,16.38,16.85,0.008982,231128.0,3845582.0,252750000.0,884625000.0,0.0154085333333,16.8500485661,,,,,,
sz002019,2004-08-18,16.7,17.45,16.61,17.29,0.026113,580719.0,9884720.0,259350000.0,907725000.0,0.0387146,17.2900538843,,,,,,
sz002019,2004-08-19,17.05,17.48,16.3,16.97,-0.018508,820056.0,13775468.75,254550000.0,890925000.0,0.0546704,16.970049567,,,,,,
sz002019,2004-08-20,17.48,18.5,17.31,17.99,0.060106,1359296.0,24332444.0,269850000.0,944475000.0,0.0906197333333,17.9900513663,2004-06-30,2004-08-20,36.2065079135,5.94269314661,78.3137512679,5.97315037365
sz002019,2004-08-23,17.6,17.9,17.52,17.7,-0.01612,271111.0,4786186.0,265500000.0,929250000.0,0.0180740666667,17.7000517382,2004-06-30,2004-08-20,35.6228590059,5.84689693309,77.0513335974,5.87686318962
sz002019,2004-08-24,17.89,18.02,17.55,17.8,0.00565,383855.0,6839471.0,267000000.0,934500000.0,0.0255903333333,17.8000570306,2004-06-30,2004-08-20,35.8241281593,5.87993190076,77.4866736323,5.91006746664
sz002019,2004-08-25,17.88,17.88,17.21,17.37,-0.024157,423266.0,7359354.0,260550000.0,911925000.0,0.0282177333333,17.3700610529,2004-06-30,2004-08-20,34.9587246954,5.73789038583,75.6148280573,5.76729796685
sz002019,2004-08-26,17.3,17.3,16.74,16.8,-0.032815,225797.0,3818445.0,252000000.0,882000000.0,0.0150531333333,16.8000624994,2004-06-30,2004-08-20,33.8115541445,5.54960151282,73.1335274746,5.57804408407
