index_code,date,open,close,low,high,volume,money,change
sh000001,1996-09-11,762.81,769.24,754.59,773.6,2902595.0,2258000000.0,0.00626594283472
sh000001,1996-09-10,793.22,764.45,763.15,793.22,3579191.0,3086000000.0,-0.0367192126917
sh000001,1996-09-09,798.6,793.59,791.63,799.98,3603709.0,3427000000.0,-0.00953533941565
sh000001,1996-09-06,813.59,801.23,796.17,818.36,3614965.0,3128000000.0,-0.0161472531251
sh000001,1996-09-05,817.37,814.38,812.93,838.67,7055527.0,6089000000.0,0.00290633235635
sh000001,1996-09-04,797.9,812.02,795.07,813.46,3717969.0,3151000000.0,0.0147459448652
sh000001,1996-09-03,805.53,800.22,799.01,818.88,3634716.0,2809000000.0,-0.00566614478491
sh000001,1996-09-02,812.94,804.78,803.13,813.57,3629176.0,2732000000.0,-0.00637084228461
sh000001,1996-08-30,791.39,809.94,791.39,809.97,4664219.0,3646000000.0,0.0268913316344
sh000001,1996-08-29,797.31,788.73,783.96,797.98,3142907.0,2321000000.0,-0.0101777019226
sh000001,1996-08-28,790.72,796.84,789.06,806.36,3499275.0,3035000000.0,0.0118988659885
sh000001,1996-08-27,769.79,787.47,766.7,787.48,2596491.0,2085000000.0,0.0186270324809
sh000001,1996-08-26,789.15,773.07,770.85,800.53,2941322.0,2597000000.0,-0.0380992671304
