index_code,date,open,close,low,high,volume,money,change
sz399006,2015-07-31,2507.26,2539.84,2499.25,2605.34,16712346.0,50529750000.0,-0.00833596882699
sz399006,2015-07-30,2671.46,2561.19,2556.09,2707.76,20107766.0,62002930000.0,-0.0492490329861
sz399006,2015-07-29,2617.94,2693.86,2483.92,2693.99,23028010.0,67867500000.0,0.0433391686936
sz399006,2015-07-28,2546.41,2581.96,2492.19,2705.18,25486582.0,73756330000.0,-0.0378207158695
sz399006,2015-07-27,2822.37,2683.45,2683.05,2924.08,23062916.0,76783770000.0,-0.0739762994251
sz399006,2015-07-24,2976.94,2897.82,2879.26,3014.18,22685881.0,77606250000.0,-0.0236291042639
sz399006,2015-07-23,2896.25,2967.95,2864.43,2969.35,20453251.0,68371840000.0,0.0243600230554
sz399006,2015-07-22,2882.06,2897.37,2828.45,2932.06,21116863.0,70395190000.0,0.00501925144819
sz399006,2015-07-21,2802.02,2882.9,2779.53,2917.41,20576327.0,70726990000.0,0.0121475968121
sz399006,2015-07-20,2820.72,2848.3,2777.91,2907.15,24973319.0,83758480000.0,0.0233462196226
sz399006,2015-07-17,2651.44,2783.32,2646.5,2805.8,20353927.0,64570150000.0,0.0594728748268
sz399006,2015-07-16,2526.65,2627.08,2439.24,2698.16,21895141.0,63784890000.0,0.0143048536117
sz399006,2015-07-15,2750.66,2590.03,2583.46,2750.66,22188240.0,70847190000.0,-0.049896370206
sz399006,2015-07-14,2725.04,2726.05,2715.98,2827.55,15534560.0,63349370000.0,0.0160189633517
sz399006,2015-07-13,2612.77,2683.07,2592.2,2683.07,11165850.0,54545880000.0,0.0580387950581
sz399006,2015-07-10,2487.39,2535.89,2478.86,2535.89,6957865.0,31943870000.0,0.041112593657
sz399006,2015-07-09,2338.11,2435.75,2338.11,2435.75,9349042.0,33269960000.0,0.0303293077558
sz399006,2015-07-08,2304.76,2364.05,2304.76,2364.08,15828310.0,42430050000.0,0.00511902585448
sz399006,2015-07-07,2398.1,2352.01,2350.97,2415.68,9891903.0,28209140000.0,-0.0568683510905
sz399006,2015-07-06,2795.67,2493.83,2417.56,2795.67,23671806.0,74225340000.0,-0.0427785113308
sz399006,2015-07-03,2559.02,2605.28,2458.28,2788.76,22300357.0,70734260000.0,-0.0166231334833
sz399006,2015-07-02,2756.25,2649.32,2591.05,2825.15,20405232.0,67562740000.0,-0.039896209697
sz399006,2015-07-01,2842.17,2759.41,2743.61,3008.19,23090569.0,82992210000.0,-0.0347021804303
sz399006,2015-06-30,2566.02,2858.61,2485.46,2875.09,23935743.0,74681450000.0,0.0627751174826
sz399006,2015-06-29,2943.5,2689.76,2663.44,2950.13,16987213.0,53486110000.0,-0.0790700859383
sz399006,2015-06-26,3078.4,2920.7,2915.94,3078.4,14602157.0,48608300000.0,-0.0890973621342
sz399006,2015-06-25,3403.63,3206.38,3172.37,3408.23,15386743.0,58358380000.0,-0.0523201513271
sz399006,2015-06-24,3425.57,3383.4,3304.67,3459.46,15831177.0,60619590000.0,-0.00310553515973
sz399006,2015-06-23,3314.89,3393.94,3154.6,3397.27,16332555.0,61085840000.0,0.0238191482302
sz399006,2015-06-19,3408.53,3314.98,3304.65,3476.03,16048859.0,61642360000.0,-0.054092536845
sz399006,2015-06-18,3734.91,3504.55,3497.73,3752.18,15820255.0,66804000000.0,-0.0632951653944
