index_code,date,open,close,low,high,volume,money,change
sz399005,2015-07-31,8203.94,8336.12,8203.94,8470.34,25005995.0,54138700000.0,0.00356104948631
sz399005,2015-07-30,8579.81,8306.54,8295.75,8732.41,29237698.0,64887840000.0,-0.0353817461405
sz399005,2015-07-29,8381.42,8611.22,8099.08,8615.98,30021764.0,63892910000.0,0.0437070713559
sz399005,2015-07-28,8020.48,8250.61,7819.35,8483.28,40591183.0,81249670000.0,-0.0143358727739
sz399005,2015-07-27,8884.23,8370.61,8370.61,9114.25,37446471.0,81761620000.0,-0.0776441420347
sz399005,2015-07-24,9278.57,9075.25,9010.59,9392.15,42593916.0,96381360000.0,-0.0199926784941
sz399005,2015-07-23,9061.32,9260.39,8989.67,9295.33,39388806.0,87207890000.0,0.0222252885236
sz399005,2015-07-22,8982.08,9059.05,8859.41,9137.47,36230673.0,82216740000.0,0.00659242731996
sz399005,2015-07-21,8806.01,8999.72,8717.2,9072.11,31807389.0,71879180000.0,0.0123282925315
sz399005,2015-07-20,8823.33,8890.12,8710.08,9046.19,36858691.0,83205670000.0,0.0169260422207
sz399005,2015-07-17,8361.31,8742.15,8336.74,8808.67,31875828.0,70597580000.0,0.0561851373065
sz399005,2015-07-16,7990.84,8277.1,7741.52,8445.33,33845272.0,70222040000.0,0.0196938860992
sz399005,2015-07-15,8589.23,8117.24,8116.04,8589.23,37420380.0,79980840000.0,-0.0512543596361
sz399005,2015-07-14,8564.94,8555.76,8480.11,8746.18,31976243.0,67115890000.0,0.0196608424237
sz399005,2015-07-13,8283.76,8390.79,8202.87,8423.45,26173616.0,55547710000.0,0.0486560594491
sz399005,2015-07-10,7850.41,8001.47,7821.64,8012.19,15684424.0,32230710000.0,0.0422366979671
sz399005,2015-07-09,7399.49,7677.21,7388.22,7677.84,16431487.0,31880650000.0,0.0336767159143
sz399005,2015-07-08,7254.63,7427.09,7242.35,7463.72,41165386.0,70549930000.0,-0.0138212073008
sz399005,2015-07-07,7757.29,7531.18,7468.31,7845.29,31406912.0,62824440000.0,-0.0619069328291
sz399005,2015-07-06,8660.36,8028.18,7653.76,8660.36,46046510.0,93079100000.0,-0.00494294787099
