index_code,date,open,close,low,high,volume,money,change
sh000300,2015-07-31,3777.16,3816.7,3757.99,3863.62,222376767.0,2.9931254e+11,0.000338102589237
sh000300,2015-07-30,3915.78,3815.41,3802.88,3968.53,271548665.0,3.7635117e+11,-0.0292516245249
sh000300,2015-07-29,3839.96,3930.38,3769.19,3934.0,276972845.0,3.7228787e+11,0.0313007564765
sh000300,2015-07-28,3690.97,3811.09,3627.42,3883.45,383527216.0,4.8265454e+11,-0.0020006651426
sh000300,2015-07-27,4097.8,3818.73,3817.17,4156.31,365054511.0,4.7795201e+11,-0.0856144702941
sh000300,2015-07-24,4255.2,4176.28,4154.62,4299.65,392045373.0,5.3590165e+11,-0.0175331289801
sh000300,2015-07-23,4158.93,4250.81,4148.82,4262.06,354471759.0,4.8397222e+11,0.0225273985124
sh000300,2015-07-22,4148.56,4157.16,4094.71,4187.43,318945997.0,4.4183251e+11,-0.00212433479516
sh000300,2015-07-21,4109.76,4166.01,4081.7,4201.48,318374945.0,4.3169584e+11,0.00129788660797
sh000300,2015-07-20,4157.06,4160.61,4106.39,4221.69,352673472.0,4.8349389e+11,0.00219438757076
sh000300,2015-07-17,4023.76,4151.5,4000.23,4190.19,331107131.0,4.355971e+11,0.0385604498969
sh000300,2015-07-16,3949.64,3997.36,3856.32,4067.02,330531345.0,4.1005089e+11,0.00771410420595
sh000300,2015-07-15,4068.88,3966.76,3899.51,4114.24,421956367.0,5.1406453e+11,-0.0353562005277
sh000300,2015-07-14,4178.63,4112.15,4062.5,4258.51,454422009.0,5.9752126e+11,-0.0236620360368
sh000300,2015-07-13,4132.23,4211.81,4072.43,4278.16,502092186.0,6.5925172e+11,0.0256297241487
sh000300,2015-07-10,3916.27,4106.56,3887.55,4179.11,500701802.0,6.2907951e+11,0.053604369835
sh000300,2015-07-09,3621.68,3897.63,3537.83,3930.26,503870610.0,5.6474404e+11,0.064042434699
sh000300,2015-07-08,3651.06,3663.04,3612.25,3762.62,581467097.0,6.401224e+11,-0.0674541751527
sh000300,2015-07-07,3877.85,3928.0,3743.62,3960.64,679385007.0,7.9596264e+11,-0.0176414391253
sh000300,2015-07-06,4218.27,3998.54,3832.47,4218.27,648094530.0,7.7955804e+11,0.0289815539177
sh000300,2015-07-03,4017.2,3885.92,3785.9,4164.63,429300850.0,5.3821687e+11,-0.0540603700097
sh000300,2015-07-02,4287.73,4108.0,4000.06,4312.19,457062194.0,5.9350669e+11,-0.034098123216
sh000300,2015-07-01,4408.98,4253.02,4235.7,4526.13,431721411.0,6.233306e+11,-0.0491795215739
sh000300,2015-06-30,4161.07,4473.0,4016.01,4475.77,527045280.0,7.1604582e+11,0.0671469981272
sh000300,2015-06-29,4446.84,4191.55,4000.93,4451.17,525662482.0,7.0401455e+11,-0.0333564719258
sh000300,2015-06-26,4573.87,4336.19,4278.67,4650.19,446639790.0,6.1295948e+11,-0.0786844632552
sh000300,2015-06-25,4906.24,4706.52,4667.22,4919.26,446135982.0,6.402464e+11,-0.0355748719809
sh000300,2015-06-24,4811.6,4880.13,4744.31,4883.73,434638723.0,6.1537409e+11,0.0196486066915
sh000300,2015-06-23,4641.42,4786.09,4455.33,4786.96,365087944.0,5.3698411e+11,0.0321411242061
sh000300,2015-06-19,4847.06,4637.05,4634.69,4910.45,358104744.0,5.1960958e+11,-0.0595268276359
sh000300,2015-06-18,5107.69,4930.55,4926.43,5121.22,364395814.0,5.5564676e+11,-0.0405306266212
sh000300,2015-06-17,5072.31,5138.83,4949.29,5158.37,397124187.0,5.8986837e+11,0.0146125627367
sh000300,2015-06-16,5165.02,5064.82,5015.27,5204.3,411675638.0,6.5152253e+11,-0.0299453953807
sh000300,2015-06-15,5354.01,5221.17,5207.31,5362.45,475745703.0,7.6623773e+11,-0.0213584699126
sh000300,2015-06-12,5329.28,5335.12,5283.09,5351.65,430131386.0,6.9421317e+11,0.00537633395457
sh000300,2015-06-11,5305.14,5306.59,5248.16,5329.29,392338755.0,6.6058487e+11,-0.000474655827436
sh000300,2015-06-10,5254.3,5309.11,5209.68,5374.83,442165676.0,7.1150926e+11,-0.00157029860121
sh000300,2015-06-09,5379.47,5317.46,5251.21,5380.43,570427263.0,8.7143182e+11,-0.00677842633668
sh000300,2015-06-08,5259.41,5353.75,5202.6,5370.61,637313237.0,9.4949801e+11,0.0235539283632
sh000300,2015-06-05,5254.9,5230.55,5104.18,5288.34,545961196.0,8.552244e+11,0.00948195668369
sh000300,2015-06-04,5156.01,5181.42,4863.46,5194.23,482767268.0,7.3517067e+11,0.00735478527643
